Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
OW089764,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29841,partial,United Kingdom:England,Homo sapiens,,"Fraser,D., Lee,S., Howes,R., The Rosalind Franklin,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-02-22,2022-03-09,ssRNA(+)
OP679355,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CA-CDC-QDX42300554,29718,complete,USA: California,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-10-06,2022-10-19,ssRNA(+)
OV099344,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:Scotland,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-11-08,2021-11-26,ssRNA(+)
OR057935,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,2068887,29769,partial,USA,Homo sapiens,oronasopharynx,"Grose,M., Bradley,A., Anderson,J., Lima Garay,A.J.",2021-12-13,2023-05-30,ssRNA(+)
MH584786,Influenza B virus,Betainfluenzavirus influenzae,,EPI_ISL_309687,1816,partial,USA: Oklahoma,Homo sapiens,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.",2018-03-25,2018-07-12,ssRNA(-)
PQ229981,Human immunodeficiency virus 1,Lentivirus humimdef1,,HOPE15_30H_PostT_Plasma_Rep11_6-16-22,2616,partial,,Homo sapiens,blood,"Blasi,M.",,2024-09-20,ssRNA-RT
OL745351,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CO-CDC-FG-179470,29812,complete,USA: Colorado,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.",2021-11-29,2021-12-07,ssRNA(+)
KT233089,Hepacivirus C,Hepacivirus hominis,,B2080,2055,partial,,Homo sapiens,blood,"Berger,K.L., Scherer,J., Ranga,M., Sha,N., Stern,J.O., Quinson,A.M., Kukolj,G., Quinson,A.-M.",,2015-08-04,ssRNA(+)
MZ867123,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,NV-CDC-LC0149364,29766,partial,USA: Nevada,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.",2021-07-21,2021-08-23,ssRNA(+)
LC817715,Human rotavirus,Human rotavirus,,,2313,partial,Japan,Homo sapiens,,"Fukuda,Y., Kondo,K., Nakata,S., Morita,Y., Adachi,N., Kogawa,K., Ukae,S., Kudou,Y., Adachi,S., Yamamoto,M., Fukumura,S., Tsugawa,T.",1981-02,2024-06-11,dsRNA
OU085266,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29659,partial,Germany:Europe/Germany/Hamburg,Homo sapiens,,,2021-02-10,2021-05-31,ssRNA(+)
OU051626,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29884,partial,United Kingdom:England,Homo sapiens,,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-03-05,2021-05-27,ssRNA(+)
OX719038,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29844,complete,United Kingdom:England,Homo sapiens,,,2022-09-23,2023-06-18,ssRNA(+)
PQ073664,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CA-GBW-GKPLAAAA26872,29843,partial,USA: California,Homo sapiens,oronasopharynx,"Rothstein,A.P., Collins,S., Muir,G., Philipson,C., Simas,A., Plocik,A., Lu,B., Girinathan,B., Leeson,P., Cosca,B., Simen,B.",2024-06-29,2024-07-25,ssRNA(+)
OK888546,Infectious bronchitis virus,Gammacoronavirus galli,,TU/2-01,331,partial,Malaysia,Gallus gallus,lung,"Bhuiyan,M.S.A., Amin,Z., Rodrigues,K.F., Saallah,S., Shaarani,S.M., Sarker,S., Siddiquee,S., Bhuiyan,S.A.",2021-01-05,2022-02-23,ssRNA(+)
JQ734981,TTV-like mini virus,TTV-like mini virus,,Isfahan.CH7F.TU3,200,partial,Iran,Homo sapiens,,"Changani,L., Bouzari,M., Talebi,A.",2004-10-15,2012-05-14,ssDNA(-)
OU013804,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29884,complete,United Kingdom:England,Homo sapiens,,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-02-18,2021-05-10,ssRNA(+)
OK515970,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,IL-CDC-LC0315737,29437,partial,USA: Illinois,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2021-09-17,2021-10-15,ssRNA(+)
ON921403,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,MN-MDH-27012,29724,partial,USA: Minnesota,Homo sapiens,oronasopharynx,"Garfin,J., Plumb,M., Pung,K., Namugenyi,S., Mondelli,A., Hwang,H., Weber,B., Wang,X.",2022-06-19,2022-07-05,ssRNA(+)
OP768418,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CA-CDPH-500078556,29718,partial,USA,Homo sapiens,,"Smith,E.",2022-09-10,2022-11-03,ssRNA(+)
PQ461636,Infectious bronchitis virus,Gammacoronavirus galli,,AS3,453,partial,Egypt: Sharkia,,lung,"Mohamed,A.S.A., El Dimerdash,M.M.Z., El Feil,W.M.K.",2023-12,2024-11-12,ssRNA(+)
HM773761,Rotavirus A,Rotavirus alphagastroenteritidis,G1P[8],2007719739,1009,partial,USA,Homo sapiens,,"Spiro,D., McAllen,K., Halpin,R., Bera,J., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Gentsch,J., Bowen,M.",2007,2010-07-21,dsRNA
PP640146,Influenza B virus,Betainfluenzavirus influenzae,,EPI_ISL_18920677,1815,partial,USA: Arkansas,Homo sapiens,,"Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.",2024-01-08,2024-04-16,ssRNA(-)
OX802922,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29896,complete,United Kingdom:England,Homo sapiens,,,2022-01-10,2023-06-19,ssRNA(+)
EU310281,Iris yellow spot virus,Orthotospovirus iridimaculaflavi,,IYSV-On-Tal,822,partial,India,Allium cepa,,"Kunkalikar,S.R., Poojari,S., Arun,B.M., Rajagopalan,P.A., Chen,T.C., Yeh,S.D., Naidu,R.A., Zehr,U.B., Ravi,K.S., Sudarsana,P.",,2008-04-01,ssRNA(+/-)
OX909837,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29817,complete,United Kingdom:England,Homo sapiens,,,2021-10-11,2023-06-21,ssRNA(+)
AJ555444,Simian T-lymphotropic virus 1,Deltaretrovirus priTlym1,,CN_01,426,partial,,Cercopithecus nictitans,,"Makuwa,M., Souquiere,S., Clifford,S.L., Telfer,P.T., Salle,B., Bourry,O., Onanga,R., Mouinga-Ondeme,A., Wickings,E.J., Abernethy,K.A., Rouquet,P., Simon,F., Roques,P.",,2004-04-30,ssRNA-RT
OX559794,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29865,complete,United Kingdom:Wales,Homo sapiens,,,2020-04-27,2023-05-04,ssRNA(+)
OK057086,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,AR-QDX-27934287,29769,partial,USA: Arkansas,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons, Unoarumhi,Y., Wagner,D., Schmerer,M., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2021-08-18,2021-09-08,ssRNA(+)
OK406930,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,OH-CDC-ASC210192854,29823,partial,USA: Ohio,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-08-23,2021-10-07,ssRNA(+)
MK996123,Influenza B virus,Betainfluenzavirus influenzae,,EPI_ISL_350052,1528,partial,USA: Utah,Homo sapiens,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.",2019-03-08,2019-06-05,ssRNA(-)
OQ197272,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,OH-CDC-QDX44815705,29720,partial,USA: Ohio,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-12-19,2023-01-09,ssRNA(+)
AB451152,Influenza A virus (A/Aichi/64/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,600,partial,Japan: Aichi,Homo sapiens,,"Hata,M., Tanaka,S., Yasui,Y., Fujiwara,N., Kobayashi,S., Minagawa,H.",2008-01-29,2009-02-03,ssRNA(-)
AF105866,Human immunodeficiency virus 1,Lentivirus humimdef1,,D-RII-15,810,partial,Italy,Homo sapiens,,"Bagnarelli,P., Mazzola,F., Menzo,S., Montroni,M., Butini,L., Clementi,M.",,1999-04-19,ssRNA-RT
MW195716,Human immunodeficiency virus 1,Lentivirus humimdef1,,Pat7__R_BL_A5_GP41_tp_13121_c9_s4242_V25,319,partial,USA,Homo sapiens,,"Martin,A.R., Bender,A.M., Hackman,J., Kwon,K.J., Lynch,B.A., Bruno,D., Martens,C., Beg,S., Florman,S.S., Desai,N., Segev,D., Laird,G.M., Siliciano,J.D., Quinn,T.C., Tobian,A.A.R., Durand,C.M., Siliciano,R.F., Redd,A.D., Martin,A., Bender,A., Kyungyoon,J., Lynch,B., Matens,C., Florman,S., Laird,G., Siliciano,J., Quinn,T., Tobian,A., Durand,C., Sciliciano,R., Redd,A.",,2021-01-20,ssRNA-RT
ON581472,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,SP-NVBS9624GENOV828367699428,29823,complete,Brazil,Homo sapiens,,"Guarischi,R., Pierre,P., Bonaldi,A., Oliveira,C., Histrov,A., Yamamoto,L., Salazar,R., Lopes,A., Levi,J.",2021-11-06,2022-05-24,ssRNA(+)
OR299088,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,Mayo9816,29800,partial,USA,Homo sapiens,,"Scotch,M., Lauer,K., Wieben,E.D., Cherukuri,Y., Cunningham,J.M., Klee,E.W., Harrington,J.J., Lau,J.S., McDonough,S.J., Mutawe,M., O'Horo,J.C., Rentmeester,C.E., Schlicher,N.R., White,V.T., Schneider,S.K., Vedell,P.T., Wang,X., Yao,J.D., Pritt,B.S., Norgan,A.P., Wieben,E., Cunningham,J., Klee,E., Harrington,J., Lau,J., McDonough,S., O'Horo,J., Rentmeester,C., Schlicher,N., Yao,J., White,V., Schneider,S., Vedell,P., Pritt,B., Norgan,A.",2021-03-28,2023-07-20,ssRNA(+)
JX124003,Feline calicivirus,Vesivirus felis,,36_02_2005,420,partial,"United Kingdom: Derbys, Leics, Lincolns, Notts and Rutland",,,"Coyne,K.P., Christley,R.M., Pybus,O.G., Dawson,S., Gaskell,R.M., Radford,A.D.",2005,2012-09-15,ssRNA(+)
HQ207532,Dasheen mosaic virus,Potyvirus dasheenis,,DsMV-Amp5,963,partial,India,Amorphophallus paeoniifolius,,"Binoy,B., Hegde,V., Makeshkumar,T., Jeeva,M.L.",,2010-10-02,ssRNA(+)
MN949579,Influenza B virus,Betainfluenzavirus influenzae,,EPI_ISL_400181,2340,partial,USA: Louisiana,Homo sapiens,,"Jernigan,D., Wentworth,D., Barnes,J., Garten,R., Xu,X.",2019-10-24,2020-01-21,ssRNA(-)
OM135766,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,FL-BPHL-17445,29819,complete,USA: FL,Homo sapiens,,"Schmedes,S., Tarigopula,N., Splatt,T., Blanton,J.",2021-09-24,2022-01-05,ssRNA(+)
OW439164,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,Denmark:Hovedstaden,Homo sapiens,,"Danish Covid-19 Genome,Consortium.",2021-10-16,2022-04-13,ssRNA(+)
OM619368,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,OR-CDC-ASC210687589,29793,complete,USA: Oregon,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2022-01-27,2022-02-09,ssRNA(+)
PQ028565,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,NJ-GBW-GKPLAAAA21978,29754,partial,USA: New Jersey,Homo sapiens,oronasopharynx,"Rothstein,A.P., Collins,S., Muir,G., Simas,A., Lu,B., Cosca,B., Girinathan,B., Leeson,P., Philipson,C.W., Plocik,A.M., Simen,B.",2024-05-23,2024-07-15,ssRNA(+)
MW366958,Citrus leaf blotch virus,Citrivirus citri,,FJ-M3,425,partial,China,Citrus unshiu,,"Yi,L., Chen,B., Chen,Y., Huang,A., Zhou,J.",2019-05,2022-01-30,ssRNA(+)
PQ469168,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,1497,partial,USA,Sus scrofa,oronasopharynx,"Gauger,P.C., Moraes,D., Silva,G.S., Linhares,D.C.",2024-08-06,2024-10-16,ssRNA(-)
OY662580,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29738,complete,United Kingdom:England,Homo sapiens,,,2022-02-09,2023-08-02,ssRNA(+)
MN617734,Human metapneumovirus,Metapneumovirus hominis,,NSVH2017-08-78055,441,partial,Spain,Homo sapiens,oronasopharynx,"Pinana,M., Vila,J., Maldonado,C., Galano-Frutos,J.J., Valls,M., Sancho,J., Nuvials,F.X., Andres,C., Martin-Gomez,M.T., Esperalba,J., Codina,M.G., Pumarola,T., Anton,A.",2017-02-25,2020-07-28,ssRNA(-)
MT105914,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,EPI_ISL_405771,2208,partial,USA: Florida,Homo sapiens,,"Jernigan,D., Wentworth,D., Barnes,J., Garten,R., Xu,X.",2019-12-14,2020-02-29,ssRNA(-)
OK659107,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CO-CDPHE-2007081697,29762,partial,USA,Homo sapiens,,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Alexandria,R., Michael,M.A., Waters,M., Matzinger,S.R., Totten,S.E., Travanty,E.A.",2020-07-07,2021-10-28,ssRNA(+)
OW255539,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29840,partial,United Kingdom:England,Homo sapiens,,"Lighthouse Laboratory,Plymouth., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-03-08,2022-03-26,ssRNA(+)
MK345466,Crowned shrew hepatitis B virus,Orthohepadnavirus soricicoronati,,KS12/1286,3089,complete,Germany,Sorex araneus,,"Rasche,A., Lehmann,F., Konig,A., Goldmann,N., Corman,V.M., Moreira-Soto,A., Geipel,A., van Riel,D., Vakulenko,Y.A., Sander,A.L., Niekamp,H., Kepper,R., Schlegel,M., Akoua-Koffi,C., Souza,B.F.C.D., Sahr,F., Olayemi,A., Schulze,V., Petraityte-Burneikiene,R., Kazaks,A., Lowjaga,K.A.A.T., Geyer,J., Kuiken,T., Drosten,C., Lukashev,A.N., Fichet-Calvet,E., Ulrich,R.G., Glebe,D., Drexler,J.F.",2008,2019-07-30,dsDNA-RT
CY061710,Influenza A virus (A/swine/Hong Kong/1535/2009(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1512,partial,Hong Kong,Sus scrofa,lung,"Vijaykrishna,D., Poon,L., Ma,S., Li,O., Cheung,C., Smith,G., Peiris,J., Guan,Y.",2009-08-13,2010-04-30,ssRNA(-)
KP308408,Enterovirus A71,Enterovirus alphacoxsackie,,,7361,complete,Cambodia: Battambang,Homo sapiens,,"Wentworth,D.E., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Buchy,P., Puthavathana,P., Wertheim,H., Thanh,T.T., Hang,V.T., Grenfell,B., Bogich,T., Farrar,J., Holmes,E., Duong,V., Channa,M., Das,S.R., van Doorn,H.R.",2012-09-16,2015-01-17,ssRNA(+)
PQ776812,Influenza D virus,Deltainfluenzavirus influenzae,,,2282,complete,United Kingdom: Northern Ireland,Sus scrofa domesticus,,"Lemon,K., Lagan,P.",2023-02-24,2025-06-24,ssRNA(-)
OU737259,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,complete,United Kingdom:England,Homo sapiens,,,2021-07-30,2021-09-28,ssRNA(+)
OW569229,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,TG-ETHZ-36904212,29850,partial,Switzerland:TG,Homo sapiens,,,2022-03-22,2022-04-29,ssRNA(+)
MT808089,Influenza B virus,Betainfluenzavirus influenzae,,EPI_ISL_469301,1815,partial,USA: Missouri,Homo sapiens,,"Jernigan,D., Wentworth,D., Barnes,J., Gubareva,L., Garten,R., Xu,X.",2018-03-20,2020-08-02,ssRNA(-)
OM405505,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,EPI_ISL_6854990,1002,partial,USA: Maryland,Homo sapiens,,"Wentworth,D., Barnes,J., Garten,R.",2021-10-06,2022-02-01,ssRNA(-)
OV257753,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-11-24,2021-12-15,ssRNA(+)
MN691970,Human immunodeficiency virus 1,Lentivirus humimdef1,,PID3162.121917.PBMC-10,1210,partial,USA,Homo sapiens,blood,"Patro,S.C., Brandt,L.D., Bale,M.J., Halvas,E.K., Joseph,K.W., Shao,W., Wu,X., Guo,S., Murrell,B., Wiegand,A., Spindler,J., Raley,C., Hautman,C., Sobolewski,M., Fennessey,C.M., Hu,W.S., Luke,B., Hasson,J.M., Niyongabo,A., Capoferri,A.A., Keele,B.F., Milush,J., Hoh,R., Deeks,S.G., Maldarelli,F., Hughes,S.H., Coffin,J.M., Rausch,J.W., Mellors,J.W., Kearney,M.F., Patro,S., Brandt,L., Bale,M., Halvas,E., Joseph,K., Hautmann,C., Fennessey,C., Hu,W.-S., Hasson,J., Capoferri,A., Keele,B., Deeks,S., Hughes,S., Coffin,J., Rausch,J., Mellors,J., Kearney,M.",2017-12-19,2020-01-08,ssRNA-RT
MZ185887,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,AZ-CDC-ASC210029622,29894,complete,USA: Arizona,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-04-21,2021-05-13,ssRNA(+)
MH545741,Human bocavirus,Human bocavirus,,LaRedMex11-1365,294,partial,Mexico,Homo sapiens,oronasopharynx,"Arellano-Galindo,J., Gamino-Arroyo,A.E., Hernandez-Castillo,L., Contreras-Alvarado,L.M., Salgado-Servin,I., Trujillo-Ayala,A., Moreno-Espinosa,S.",2011,2019-03-09,ssDNA(+/-)
OV270383,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29891,partial,United Kingdom:Scotland,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-11-22,2021-12-18,ssRNA(+)
GU728331,Human immunodeficiency virus 1,Lentivirus humimdef1,,J4512TOB8U,2414,partial,USA,Homo sapiens,,"John,M., Heckerman,D., James,I., Park,L.P., Carlson,J.M., Chopra,A., Gaudieri,S., Nolan,D., Haas,D.W., Riddler,S.A., Haubrich,R., Mallal,S.",,2010-05-01,ssRNA-RT
OU810341,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29884,complete,United Kingdom:England,Homo sapiens,,,2021-02-22,2021-10-13,ssRNA(+)
EU559085,Classical swine fever virus,Pestivirus suis,,AH01,272,partial,China,,"spleen, abdominal cavity","Zhu,X., Wu,X., Chen,D.",,2008-04-08,ssRNA(+)
OM087812,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CA-CDC-FG-206871,29795,complete,USA: California,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.",2021-12-21,2022-01-01,ssRNA(+)
MW835122,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,RI-CDCBI-RIDOH_01029,29749,partial,USA: Rhode Island,Homo sapiens,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",2021-03-09,2021-03-31,ssRNA(+)
